1.120000000000000000e+03,8.800000000000000000e+02
0.000000000000000000e+00,2.000000000000000000e+03
3.550000000000000000e+02,1.645000000000000000e+03
6.400000000000000000e+02,1.360000000000000000e+03
2.000000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
1.535000000000000000e+03,4.650000000000000000e+02
0.000000000000000000e+00,1.995000000000000000e+03
1.110000000000000000e+03,8.900000000000000000e+02
1.050000000000000000e+03,9.500000000000000000e+02
7.350000000000000000e+02,1.265000000000000000e+03
0.000000000000000000e+00,1.995000000000000000e+03
1.505000000000000000e+03,4.950000000000000000e+02
8.200000000000000000e+02,1.180000000000000000e+03
1.370000000000000000e+03,6.300000000000000000e+02
8.000000000000000000e+01,1.920000000000000000e+03
7.300000000000000000e+02,1.270000000000000000e+03
2.300000000000000000e+02,1.770000000000000000e+03
1.050000000000000000e+03,9.500000000000000000e+02
1.770000000000000000e+03,2.300000000000000000e+02
9.400000000000000000e+02,1.060000000000000000e+03
8.650000000000000000e+02,1.135000000000000000e+03
2.000000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+03
1.470000000000000000e+03,5.300000000000000000e+02
2.000000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+03
8.000000000000000000e+02,1.200000000000000000e+03
2.550000000000000000e+02,1.745000000000000000e+03
1.500000000000000000e+02,1.850000000000000000e+03
2.000000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,1.995000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,1.995000000000000000e+03
1.575000000000000000e+03,4.250000000000000000e+02
6.900000000000000000e+02,1.310000000000000000e+03
3.750000000000000000e+02,1.625000000000000000e+03
0.000000000000000000e+00,1.995000000000000000e+03
2.000000000000000000e+03,0.000000000000000000e+00
1.195000000000000000e+03,8.050000000000000000e+02
1.080000000000000000e+03,9.200000000000000000e+02
1.140000000000000000e+03,8.600000000000000000e+02
2.000000000000000000e+03,0.000000000000000000e+00
6.800000000000000000e+02,1.320000000000000000e+03
5.500000000000000000e+02,1.450000000000000000e+03
3.050000000000000000e+02,1.695000000000000000e+03
7.950000000000000000e+02,1.205000000000000000e+03
2.000000000000000000e+03,0.000000000000000000e+00
