7.800000000000000000e+02,1.220000000000000000e+03
1.035000000000000000e+03,9.650000000000000000e+02
9.100000000000000000e+02,1.090000000000000000e+03
1.105000000000000000e+03,8.950000000000000000e+02
8.450000000000000000e+02,1.155000000000000000e+03
9.200000000000000000e+02,1.080000000000000000e+03
8.550000000000000000e+02,1.145000000000000000e+03
5.800000000000000000e+02,1.420000000000000000e+03
1.015000000000000000e+03,9.850000000000000000e+02
8.000000000000000000e+02,1.200000000000000000e+03
8.550000000000000000e+02,1.145000000000000000e+03
9.700000000000000000e+02,1.030000000000000000e+03
9.650000000000000000e+02,1.035000000000000000e+03
9.450000000000000000e+02,1.055000000000000000e+03
1.125000000000000000e+03,8.750000000000000000e+02
1.140000000000000000e+03,8.600000000000000000e+02
1.330000000000000000e+03,6.700000000000000000e+02
9.850000000000000000e+02,1.015000000000000000e+03
1.095000000000000000e+03,9.050000000000000000e+02
1.050000000000000000e+03,9.500000000000000000e+02
1.125000000000000000e+03,8.750000000000000000e+02
1.060000000000000000e+03,9.400000000000000000e+02
8.600000000000000000e+02,1.140000000000000000e+03
9.850000000000000000e+02,1.015000000000000000e+03
1.170000000000000000e+03,8.300000000000000000e+02
1.020000000000000000e+03,9.800000000000000000e+02
1.045000000000000000e+03,9.550000000000000000e+02
1.060000000000000000e+03,9.400000000000000000e+02
1.085000000000000000e+03,9.150000000000000000e+02
1.045000000000000000e+03,9.550000000000000000e+02
1.060000000000000000e+03,9.400000000000000000e+02
1.435000000000000000e+03,5.650000000000000000e+02
1.075000000000000000e+03,9.250000000000000000e+02
1.105000000000000000e+03,8.950000000000000000e+02
1.435000000000000000e+03,5.650000000000000000e+02
1.515000000000000000e+03,4.850000000000000000e+02
5.600000000000000000e+02,1.440000000000000000e+03
8.750000000000000000e+02,1.125000000000000000e+03
1.170000000000000000e+03,8.300000000000000000e+02
8.150000000000000000e+02,1.185000000000000000e+03
1.000000000000000000e+03,1.000000000000000000e+03
1.170000000000000000e+03,8.300000000000000000e+02
1.055000000000000000e+03,9.450000000000000000e+02
9.400000000000000000e+02,1.060000000000000000e+03
9.900000000000000000e+02,1.010000000000000000e+03
9.700000000000000000e+02,1.030000000000000000e+03
1.045000000000000000e+03,9.550000000000000000e+02
7.200000000000000000e+02,1.280000000000000000e+03
1.230000000000000000e+03,7.700000000000000000e+02
1.220000000000000000e+03,7.800000000000000000e+02
