1.200000000000000000e+02,1.880000000000000000e+03
0.000000000000000000e+00,1.995000000000000000e+03
0.000000000000000000e+00,1.995000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
2.000000000000000000e+01,1.980000000000000000e+03
0.000000000000000000e+00,1.995000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,1.995000000000000000e+03
8.500000000000000000e+01,1.915000000000000000e+03
7.500000000000000000e+01,1.925000000000000000e+03
0.000000000000000000e+00,1.995000000000000000e+03
0.000000000000000000e+00,1.995000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
5.500000000000000000e+01,1.945000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,1.995000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,1.995000000000000000e+03
0.000000000000000000e+00,1.995000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
1.200000000000000000e+02,1.880000000000000000e+03
1.650000000000000000e+02,1.835000000000000000e+03
0.000000000000000000e+00,1.995000000000000000e+03
8.500000000000000000e+01,1.915000000000000000e+03
0.000000000000000000e+00,1.995000000000000000e+03
1.300000000000000000e+02,1.870000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,1.995000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,1.995000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,1.995000000000000000e+03
1.100000000000000000e+02,1.890000000000000000e+03
0.000000000000000000e+00,1.995000000000000000e+03
0.000000000000000000e+00,1.995000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,1.995000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
